label,cluster_no
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,7
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,4
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,4
orange,4
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,4
orange,0
orange,0
orange,0
orange,4
orange,4
orange,0
orange,0
orange,0
orange,0
papaya,3
papaya,4
papaya,4
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,4
papaya,3
papaya,4
papaya,3
papaya,3
papaya,4
papaya,4
papaya,3
papaya,4
papaya,4
papaya,4
papaya,4
papaya,3
papaya,4
papaya,3
papaya,3
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,3
papaya,4
papaya,0
papaya,4
papaya,3
papaya,3
papaya,4
papaya,3
papaya,3
papaya,3
papaya,4
papaya,4
papaya,3
papaya,4
papaya,4
papaya,3
papaya,3
papaya,4
papaya,3
papaya,3
papaya,3
papaya,4
papaya,3
papaya,2
papaya,4
papaya,4
papaya,3
papaya,3
papaya,0
papaya,4
papaya,3
papaya,2
papaya,2
papaya,4
papaya,4
papaya,4
papaya,2
papaya,3
papaya,2
papaya,3
papaya,3
papaya,4
papaya,3
papaya,3
papaya,4
papaya,3
papaya,3
papaya,2
papaya,4
papaya,4
papaya,3
papaya,3
papaya,3
papaya,3
papaya,4
papaya,3
papaya,4
papaya,4
papaya,2
papaya,3
papaya,4
papaya,3
papaya,4
papaya,4
papaya,4
papaya,3
papaya,3
papaya,3
coconut,3
coconut,3
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,3
coconut,0
coconut,0
coconut,0
coconut,0
coconut,3
coconut,0
coconut,0
coconut,0
coconut,0
coconut,3
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,3
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
jute,2
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
jute,3
coffee,3
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,3
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,3
coffee,2
coffee,3
coffee,2
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
coffee,3
coffee,3
coffee,2
coffee,2
coffee,3
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,3
coffee,2
coffee,3
coffee,3
coffee,3
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
